,year,name,percent,gender
209439,1960,Barb,0.000237,girl
209440,1960,Noreen,0.000237,girl
209441,1960,Olivia,0.000233,girl
209442,1960,Darcy,0.000232,girl
209443,1960,Delia,0.00023,girl
209444,1960,Lynnette,0.00023,girl
209445,1960,Kerri,0.000229,girl
209446,1960,Benita,0.000229,girl
209447,1960,Angelia,0.000228,girl
209448,1960,Harriet,0.000227,girl
209449,1960,Lenora,0.000227,girl
209450,1960,Kathie,0.000226,girl
209451,1960,Maryellen,0.000225,girl
209452,1960,Robbie,0.000224,girl
209453,1960,Daisy,0.000223,girl
209454,1960,Leona,0.000222,girl
209455,1960,Hilda,0.000221,girl
209456,1960,Dixie,0.00022,girl
209457,1960,Cindi,0.000219,girl
209458,1960,Ingrid,0.000219,girl
209459,1960,Cora,0.000218,girl
209460,1960,Danette,0.000217,girl
209461,1960,Mitzi,0.000216,girl
209462,1960,Freda,0.000215,girl
209463,1960,Robbin,0.000213,girl
209464,1960,Janelle,0.000212,girl
209465,1960,Guadalupe,0.000212,girl
209466,1960,Helene,0.000208,girl
209467,1960,Deana,0.000207,girl
209468,1960,Viola,0.000207,girl
209469,1960,Elena,0.000207,girl
209470,1960,Geneva,0.000207,girl
209471,1960,Deanne,0.000206,girl
209472,1960,Agnes,0.000205,girl
209473,1960,Deloris,0.000205,girl
209474,1960,Marybeth,0.000205,girl
209475,1960,Judi,0.000204,girl
209476,1960,Kristina,0.000204,girl
209477,1960,Roseann,0.000204,girl
209478,1960,Margo,0.000203,girl
209479,1960,Mattie,0.000202,girl
209480,1960,Bobbi,0.000201,girl
209481,1960,Kimberlee,0.0002,girl
209482,1960,Lola,0.000199,girl
209483,1960,Randi,0.000198,girl
209484,1960,Christi,0.000197,girl
209485,1960,Coleen,0.000194,girl
209486,1960,Johnnie,0.000194,girl
209487,1960,Ernestine,0.000193,girl
209488,1960,Gayla,0.000192,girl
209489,1960,Luanne,0.000191,girl
209490,1960,Jeanie,0.000189,girl
209491,1960,Isabel,0.000188,girl
209492,1960,Bessie,0.000186,girl
209493,1960,Tamela,0.000185,girl
209494,1960,Reba,0.000184,girl
209495,1960,Rosanne,0.000184,girl
209496,1960,Maryanne,0.000182,girl
209497,1960,Alberta,0.00018,girl
209498,1960,Bridgette,0.00018,girl
209499,1960,Denice,0.00018,girl
209500,1960,Elisabeth,0.00018,girl
209501,1960,Lea,0.00018,girl
209502,1960,Myrna,0.00018,girl
209503,1960,Elise,0.000179,girl
209504,1960,Pearl,0.000178,girl
209505,1960,Megan,0.000176,girl
209506,1960,Nellie,0.000175,girl
209507,1960,Sallie,0.000173,girl
209508,1960,Debi,0.000172,girl
209509,1960,Diann,0.000171,girl
209510,1960,Alesia,0.00017,girl
209511,1960,Sandi,0.00017,girl
209512,1960,Annmarie,0.000169,girl
209513,1960,Ada,0.000169,girl
209514,1960,Laureen,0.000168,girl
209515,1960,Minnie,0.000168,girl
209516,1960,Elsie,0.000167,girl
209517,1960,Eugenia,0.000167,girl
209518,1960,Mae,0.000167,girl
209519,1960,Tonia,0.000167,girl
209520,1960,Marta,0.000166,girl
209521,1960,Felecia,0.000165,girl
209522,1960,Mari,0.000165,girl
209523,1960,Tricia,0.000164,girl
209524,1960,Flora,0.000163,girl
209525,1960,Deidre,0.000163,girl
209526,1960,Marina,0.000163,girl
209527,1960,Marisa,0.000162,girl
209528,1960,Roxann,0.000161,girl
209529,1960,Maura,0.00016,girl
209530,1960,Claudette,0.000158,girl
209531,1960,Ava,0.000157,girl
209532,1960,Eunice,0.000157,girl
209533,1960,Maggie,0.000157,girl
209534,1960,Saundra,0.000157,girl
209535,1960,Julianne,0.000156,girl
209536,1960,Greta,0.000155,girl
209537,1960,Clare,0.000154,girl
209538,1960,Kristie,0.000154,girl
209539,1960,Frankie,0.000154,girl
209540,1960,Violet,0.000154,girl
209541,1960,Michael,0.000153,girl
209542,1960,Tena,0.000153,girl
209543,1960,Carlene,0.000153,girl
209544,1960,Geri,0.000153,girl
209545,1960,Gracie,0.000153,girl
209546,1960,Rosalyn,0.000153,girl
209547,1960,Malinda,0.000152,girl
209548,1960,Penelope,0.000152,girl
209549,1960,Brigitte,0.000151,girl
209550,1960,Krista,0.000151,girl
209551,1960,Renita,0.000151,girl
209552,1960,Danielle,0.00015,girl
209553,1960,Melodie,0.00015,girl
209554,1960,Dona,0.000149,girl
209555,1960,Stacie,0.000149,girl
209556,1960,Nita,0.000149,girl
209557,1960,Johanna,0.000148,girl
209558,1960,Sharron,0.000148,girl
209559,1960,Shelby,0.000148,girl
209560,1960,Katharine,0.000147,girl
209561,1960,Josie,0.000146,girl
209562,1960,Twila,0.000146,girl
209563,1960,Renae,0.000146,girl
209564,1960,Eve,0.000145,girl
209565,1960,Lorene,0.000145,girl
209566,1960,Deann,0.000145,girl
209567,1960,Leisa,0.000143,girl
209568,1960,Blanca,0.000143,girl
209569,1960,Rachelle,0.000143,girl
209570,1960,Rosetta,0.000143,girl
209571,1960,Roslyn,0.000142,girl
209572,1960,Daphne,0.000142,girl
209573,1960,Leeann,0.000142,girl
209574,1960,Dinah,0.000141,girl
209575,1960,Maryjo,0.000141,girl
209576,1960,Danita,0.00014,girl
209577,1960,Lila,0.00014,girl
209578,1960,Kaye,0.000139,girl
209579,1960,James,0.000139,girl
209580,1960,Lourdes,0.000139,girl
209581,1960,Suzan,0.000139,girl
209582,1960,Hattie,0.000138,girl
209583,1960,Caren,0.000138,girl
209584,1960,Glenna,0.000138,girl
209585,1960,Luz,0.000138,girl
209586,1960,Kendra,0.000137,girl
209587,1960,Amber,0.000136,girl
209588,1960,Estella,0.000136,girl
209589,1960,Pamala,0.000135,girl
209590,1960,Roxane,0.000135,girl
209591,1960,Fran,0.000135,girl
209592,1960,Elsa,0.000134,girl
209593,1960,Deena,0.000134,girl
209594,1960,Lorena,0.000134,girl
209595,1960,Alfreda,0.000133,girl
209596,1960,Rosalinda,0.000133,girl
209597,1960,Dorothea,0.000132,girl
209598,1960,Fay,0.000132,girl
209599,1960,Lisha,0.000132,girl
209600,1960,Ilene,0.000132,girl
209601,1960,Merry,0.000132,girl
209602,1960,Genevieve,0.000131,girl
209603,1960,Henrietta,0.000131,girl
209604,1960,Ivy,0.000131,girl
209605,1960,Adele,0.000131,girl
209606,1960,Marcie,0.000131,girl
209607,1960,Ruthie,0.000131,girl
209608,1960,Patrica,0.00013,girl
209609,1960,Robert,0.00013,girl
209610,1960,Candice,0.000129,girl
209611,1960,Teressa,0.000129,girl
209612,1960,Gaye,0.000129,girl
209613,1960,Angel,0.000128,girl
209614,1960,Gena,0.000128,girl
209615,1960,Vickey,0.000128,girl
209616,1960,Caryn,0.000128,girl
209617,1960,Libby,0.000127,girl
209618,1960,Lupe,0.000127,girl
209619,1960,Jami,0.000126,girl
209620,1960,Kitty,0.000126,girl
209621,1960,Bernadine,0.000126,girl
209622,1960,Sophia,0.000126,girl
209623,1960,Charmaine,0.000125,girl
209624,1960,Gigi,0.000125,girl
209625,1960,Lucia,0.000125,girl
209626,1960,Allyson,0.000124,girl
209627,1960,Kirsten,0.000124,girl
209628,1960,Antonia,0.000124,girl
209629,1960,Pattie,0.000124,girl
209630,1960,Simone,0.000123,girl
209631,1960,Cathryn,0.000123,girl
209632,1960,Lenore,0.000123,girl
209633,1960,Melba,0.000123,girl
209634,1960,Roxanna,0.000122,girl
209635,1960,Arleen,0.000122,girl
209636,1960,Bambi,0.000122,girl
209637,1960,Georgette,0.000121,girl
209638,1960,Mamie,0.000121,girl
209639,1960,Marci,0.00012,girl
209640,1960,Geralyn,0.00012,girl
209641,1960,Meredith,0.000119,girl
209642,1960,Rae,0.000119,girl
209643,1960,Tamie,0.000119,girl
209644,1960,Sharlene,0.000118,girl
209645,1960,Lesley,0.000117,girl
209646,1960,Erma,0.000117,girl
209647,1960,John,0.000117,girl
209648,1960,Venita,0.000117,girl
209649,1960,Lula,0.000116,girl
209650,1960,Terese,0.000116,girl
209651,1960,Wendi,0.000116,girl
209652,1960,Karyn,0.000116,girl
209653,1960,Nicole,0.000116,girl
209654,1960,Sheree,0.000116,girl
209655,1960,Abby,0.000115,girl
209656,1960,Angelina,0.000115,girl
209657,1960,Jenifer,0.000115,girl
209658,1960,Keri,0.000115,girl
209659,1960,Inez,0.000114,girl
209660,1960,Corrine,0.000113,girl
209661,1960,Nelda,0.000113,girl
209662,1960,Antionette,0.000113,girl
209663,1960,Cara,0.000113,girl
209664,1960,Erica,0.000113,girl
209665,1960,Janell,0.000113,girl
209666,1960,Juli,0.000112,girl
209667,1960,Fannie,0.000111,girl
209668,1960,Ginny,0.000111,girl
209669,1960,Aileen,0.00011,girl
209670,1960,Dorene,0.00011,girl
209671,1960,Jocelyn,0.00011,girl
209672,1960,Abigail,0.000109,girl
209673,1960,Rhoda,0.000109,girl
209674,1960,Silvia,0.000109,girl
209675,1960,Marylou,0.000109,girl
209676,1960,Debbi,0.000108,girl
209677,1960,Jewel,0.000108,girl
209678,1960,Karol,0.000108,girl
209679,1960,Annemarie,0.000107,girl
209680,1960,David,0.000107,girl
209681,1960,Kyle,0.000107,girl
209682,1960,Susanna,0.000107,girl
209683,1960,Valorie,0.000107,girl
209684,1960,Cherry,0.000106,girl
209685,1960,Loraine,0.000106,girl
209686,1960,Teena,0.000106,girl
209687,1960,Althea,0.000105,girl
209688,1960,Lyn,0.000105,girl
209689,1960,Vikki,0.000105,girl
209690,1960,Bethany,0.000104,girl
209691,1960,Maritza,0.000104,girl
209692,1960,Avis,0.000103,girl
209693,1960,Helena,0.000103,girl
209694,1960,Justine,0.000103,girl
209695,1960,Etta,0.000103,girl
209696,1960,Shellie,0.000103,girl
209697,1960,Carmela,0.000102,girl
209698,1960,Gertrude,0.000102,girl
209699,1960,Migdalia,0.000102,girl
209700,1960,Misty,0.000102,girl
209701,1960,Janna,0.000101,girl
209702,1960,Shawna,0.000101,girl
209703,1960,Dori,0.0001,girl
209704,1960,Earnestine,0.0001,girl
209705,1960,Louann,0.0001,girl
209706,1960,Cheryle,0.0001,girl
209707,1960,Minerva,0.0001,girl
209708,1960,Tana,0.0001,girl
209709,1960,Kate,0.0001,girl
209710,1960,Marietta,9.9e-05,girl
209711,1960,Bridgett,9.9e-05,girl
209712,1960,Clarissa,9.8e-05,girl
209713,1960,Lesia,9.8e-05,girl
209714,1960,Lawanda,9.8e-05,girl
209715,1960,Shauna,9.8e-05,girl
209716,1960,Alexandra,9.7e-05,girl
209717,1960,Deb,9.7e-05,girl
209718,1960,Letitia,9.7e-05,girl
209719,1960,Selena,9.5e-05,girl
209720,1960,Gerri,9.5e-05,girl
209721,1960,Leesa,9.5e-05,girl
209722,1960,Mariann,9.4e-05,girl
209723,1960,Raquel,9.4e-05,girl
209724,1960,Nikki,9.4e-05,girl
209725,1960,Cathie,9.3e-05,girl
209726,1960,Francis,9.3e-05,girl
209727,1960,Rebekah,9.3e-05,girl
209728,1960,Madonna,9.3e-05,girl
209729,1960,Delphine,9.2e-05,girl
209730,1960,Edwina,9.2e-05,girl
209731,1960,Lavonne,9.2e-05,girl
209732,1960,Gabrielle,9.2e-05,girl
209733,1960,Karrie,9.2e-05,girl
209734,1960,Kathrine,9.2e-05,girl
209735,1960,Pennie,9.2e-05,girl
209736,1960,Elvira,9.1e-05,girl
209737,1960,Maribeth,9.1e-05,girl
209738,1960,Shelli,9.1e-05,girl
209739,1960,Cari,9.1e-05,girl
