designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
Gaia DR3 4421572593905765504,4421572593905765504,229.68044691468148,2.0895996480777965,0.9802278001336427,4.380040312856694,-10.622819090848264,1.1768879,18.847855,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572593903328384,4421572593903328384,229.67921301503702,2.0965276372981765,,,,,19.735592,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421573040580341504,4421573040580341504,229.5903394160782,2.08295203530417,,,,,20.263685,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421573659053875840,4421573659053875840,229.62957490972474,2.1292289504192596,,,,,20.10133,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421571734906572288,4421571734906572288,229.65315898414303,2.0335668503909763,0.02787800594931301,3.704147039000422,-10.935226034832555,0.9752414,19.529024,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421571872345677184,4421571872345677184,229.67130845869914,2.058024713969456,0.029226520621029706,3.469024635174924,-10.105055434363987,0.9317214,18.245733,0.79367065,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 4421571975424894464,4421571975424894464,229.65029082127307,2.046648830061237,,,,,20.044136,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572147228483584,4421572147228483584,229.64611980020683,2.07749523659671,0.796720482957026,4.644724160601222,-10.628102132928808,3.2814288,15.75467,0.85298157,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 4421572937498525568,4421572937498525568,229.64590248050482,2.090052701151628,,,,,17.07275,0.77063656,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572593901050240,4421572593901050240,229.6817884230132,2.105364379474543,-0.29018332256013196,4.841019088058805,-10.274753949297018,1.0489174,18.517527,0.784462,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421478997973542912,4421478997973542912,229.59249785032824,2.0646923698338955,,,,,19.779562,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421571769266388480,4421571769266388480,229.6584695787789,2.0451553552082835,,,,,19.782066,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421573384175513472,4421573384175513472,229.6511695032734,2.1138914095434798,,,,,19.32559,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572898847087616,4421572898847087616,229.62843389476407,2.078351262918436,-0.16711880330357654,4.567798703006222,-10.342841311077114,1.2617869,15.039393,0.4457159,,VARIABLE,0,false,false,false,true,false,false,true,,,,,,,
Gaia DR3 4421571769266367488,4421571769266367488,229.66069980883557,2.0432375791916546,0.4030744568007339,4.310574704765605,-9.656590030311454,0.99927604,19.072548,0.8647671,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421573212377024384,4421573212377024384,229.61814659796437,2.1050420166267774,,,,,18.505913,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421573624696615552,4421573624696615552,229.64594031690788,2.120692442196577,,,,,19.964363,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421573212377111936,4421573212377111936,229.6252092044703,2.1158278747937946,,,,,18.82943,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421571941065308032,4421571941065308032,229.6297784607543,2.0407940821425714,,,,,18.956903,1.0086555,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421573418537129984,4421573418537129984,229.6537635750413,2.115394390057337,,,,,19.331547,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572903142718464,4421572903142718464,229.64197990928605,2.0759520560587,,,,,17.163807,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572074213415808,4421572074213415808,229.65557458226948,2.0612383271874335,0.15584579365918383,4.123978907042597,-9.849312479410822,1.2509459,15.921238,0.9342699,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 4421478173339942272,4421478173339942272,229.61004968743484,2.047888852122939,,,,,19.604418,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572147224104192,4421572147224104192,229.64829101325768,2.0735384568983615,,,,,18.04111,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421571906707651968,4421571906707651968,229.6840979762968,2.0670670180132116,-0.41473855165802237,4.468990722274635,-11.302521830688493,1.0072478,19.378931,0.818079,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421571975425045120,4421571975425045120,229.65324036546212,2.0552708646712565,,,,,17.745401,0.78700066,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572868779093120,4421572868779093120,229.6168920326568,2.07463643530613,0.5242618206054774,4.969771841106328,-10.07584022839237,1.0225207,17.758879,0.80999565,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 4421573246736997120,4421573246736997120,229.60689387870661,2.113767362770668,,,,,19.096428,0.66087914,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421573315460768512,4421573315460768512,229.66651611580832,2.0997674461489684,,,,,19.51094,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572044145133824,4421572044145133824,229.63630858077983,2.070225018151125,,,,,17.78728,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421478929254166400,4421478929254166400,229.61084340757643,2.0504606107318613,,,,,19.00911,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421573693413538816,4421573693413538816,229.63520950914577,2.1276811996779794,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421573418540031488,4421573418540031488,229.66172981646292,2.1147257400060644,,,,,18.664284,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572559544187520,4421572559544187520,229.66696798099792,2.0905671578977008,,,,,18.887684,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572967566577152,4421572967566577152,229.63546975090316,2.0896672556647813,-0.09184577173010422,3.9762847706430913,-9.666620446521604,2.9664297,15.186996,0.6702719,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 4421573384179197184,4421573384179197184,229.65306136295303,2.1054600863871635,-0.0636640067642436,3.247269973955813,-9.263596326534337,1.7507329,17.662876,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421573349815563520,4421573349815563520,229.6649448278272,2.11126805674221,0.23965446878378235,3.9997626331745884,-9.763783182281593,0.97679585,17.818455,0.79016304,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5813.133,4.6791,-3.0561,2561.938,0.015,0.0127,0.007
Gaia DR3 4421572903142770176,4421572903142770176,229.64212527308595,2.082302551984025,,,,,17.58171,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572009785082496,4421572009785082496,229.62359527853187,2.0535157737102487,0.31784517313976435,4.3409232600106495,-9.948220950995239,1.1448295,18.789902,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421571872348999040,4421571872348999040,229.67209579387915,2.0563627143173315,,,,,19.507761,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572559543704576,4421572559543704576,229.667135767846,2.0843693285767393,,,,,18.380716,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421478104621455104,4421478104621455104,229.62092136729902,2.0376545483652797,,,,,19.437265,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421573418536253568,4421573418536253568,229.65263160436214,2.1137557281540986,,,,,19.431555,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572490824149888,4421572490824149888,229.67953152619,2.0860608133707004,,,,,19.21674,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421573212379554560,4421573212379554560,229.623947956533,2.1066077658825897,,,,,18.75166,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421571975425115520,4421571975425115520,229.64295883750958,2.052938376812553,,,,,18.445705,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572078504342528,4421572078504342528,229.65511501582213,2.0611590854283874,,,,,18.247868,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421571906711547392,4421571906711547392,229.67634206528743,2.058043271121936,,,,,20.428967,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572559544185344,4421572559544185344,229.66719721925648,2.094520153770613,,,,,18.727604,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572490821376128,4421572490821376128,229.6772316826953,2.083333834235495,,,,,18.03432,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421571941065322880,4421571941065322880,229.63675311806176,2.046066095775598,,,,,18.539612,0.74840164,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421573590334231552,4421573590334231552,229.6382758900276,2.123119326373931,,,,,18.322538,2.6553583,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421571872345632896,4421571872345632896,229.67069889165356,2.0550860583174226,,,,,19.53745,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572009788105600,4421572009788105600,229.62453983696548,2.056212597458095,0.2430010416711492,4.049280554810228,-10.650940675353691,1.5310689,18.570078,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572181589685760,4421572181589685760,229.6561909230655,2.086730216076807,,,,,18.285984,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572284665727744,4421572284665727744,229.68550658591715,2.074465550639204,,,,,20.051924,0.52495,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421573074941606784,4421573074941606784,229.60535283268135,2.0942812541503386,-0.5667397044921384,2.846932975227265,-8.668905243318244,1.5400387,18.504309,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572147229987072,4421572147229987072,229.6477113120869,2.077359379926141,,,,,18.106535,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572525186246016,4421572525186246016,229.6869154883861,2.090065530258652,0.6957379762860115,1.2991974724067084,-8.713160921648974,1.0186573,19.818554,0.90159035,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421573315455598464,4421573315455598464,229.6608071453743,2.095634049737316,0.16036468953036612,4.201148066933649,-9.846211726653166,1.0875423,14.911651,0.39765167,,VARIABLE,0,true,true,false,true,false,false,true,,,,,,,
Gaia DR3 4421572834419344256,4421572834419344256,229.6118311938534,2.071147692764345,,,,,18.956596,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421478173339331328,4421478173339331328,229.6194849298666,2.0459635346706384,0.11227371020465432,3.8636236950741543,-9.75110452384966,1.0875226,18.173635,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421573315457966720,4421573315457966720,229.6528400456441,2.102512222799419,0.17917897122760454,5.073154786686597,-10.27297745749523,0.9469592,18.308466,0.7323742,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572800062083456,4421572800062083456,229.61906596368777,2.0668618575075928,,,,,18.845055,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572903142749824,4421572903142749824,229.63646634623487,2.078899965485194,,,,,16.170496,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421573418536249344,4421573418536249344,229.65828575383003,2.1153889761734934,,,,,19.248777,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421571906705383936,4421571906705383936,229.67584193343203,2.0592080344091266,,,,,18.322329,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572181583804160,4421572181583804160,229.65829066155416,2.0773263575477934,,,,,17.745707,0.79842186,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421478104619809024,4421478104619809024,229.62282926846083,2.037448886629082,,,,,19.17275,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572903142774144,4421572903142774144,229.63855087245327,2.076033795255828,-0.24351488504378938,3.3313470968605428,-8.81287532774738,8.369147,13.054477,1.1953316,,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 4421478929254201216,4421478929254201216,229.60410849137514,2.0490780611832906,,,,,19.334658,0.5048809,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421571872349784320,4421571872349784320,229.67411580893483,2.0536081166671774,-3.3557977214914723,8.181719799339948,-20.183299273094914,4.1912885,19.47932,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421573418535165952,4421573418535165952,229.66177871697116,2.1156609494845506,0.6665194475900462,3.3106303055959883,-8.645003429289972,1.8830699,17.491938,0.9456482,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 4421572044144924416,4421572044144924416,229.62952650059754,2.061964388134528,0.05484566659643046,5.087848630271177,-10.555268072529291,1.6884382,17.520258,0.7440815,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 4421573659056754176,4421573659056754176,229.6293231310371,2.124766145567204,,,,,20.284008,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572009789499520,4421572009789499520,229.6262710480033,2.0585456396256783,,,,,18.643606,0.7793293,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421573006218412544,4421573006218412544,229.63486343631374,2.10570232013026,,,,,18.977747,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572971861090432,4421572971861090432,229.62584992958827,2.085282092163285,0.6228271948615394,5.182028799974446,-8.54820680010218,2.1293366,17.877928,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572868781553664,4421572868781553664,229.61243643081292,2.08043945605715,,,,,18.717419,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572112868660352,4421572112868660352,229.66574862112404,2.065088245561305,-0.10003133680068337,4.126485837472794,-10.027696009312608,1.3587744,15.645867,1.0270977,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5760.6924,3.5035,-0.4586,4323.896,0.6037,0.4993,0.2707
Gaia DR3 4421571975425111552,4421571975425111552,229.64171923373755,2.0519506841225534,,,,,18.919462,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572078504439808,4421572078504439808,229.65791699029825,2.068038225400688,0.1946992573622575,4.263497124348687,-10.238797344508127,1.0800345,17.708704,0.8531647,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 4421573590334063872,4421573590334063872,229.63925774692652,2.1133958250194507,,,,,19.1836,0.7013531,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572765702403328,4421572765702403328,229.61039009752804,2.060793888944765,,,,,18.350899,0.789341,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572147229965824,4421572147229965824,229.63881354856892,2.0702144628595267,,,,,18.317286,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421571872349012736,4421571872349012736,229.67051924600864,2.0539152417152318,,,,,19.781153,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421573040580332544,4421573040580332544,229.59291644937406,2.0830938582860505,0.4324051896847778,3.4366057820744436,-9.321313888364427,0.972011,19.589556,0.24244308,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572903138466560,4421572903138466560,229.63661179885963,2.076751767093724,0.11279540150139347,4.207111870250657,-9.666728045248794,1.9724385,13.304595,1.2051191,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 4421478997973535744,4421478997973535744,229.59590193304007,2.0624360926099823,0.6350978213332577,0.7813542830449705,-4.575725730417141,1.3281367,18.45426,0.7198868,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421573418536261120,4421573418536261120,229.6505010373093,2.11507973404277,2.5724472895832458,5.111813151680679,-10.384624247159614,2.0730538,18.409748,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421573624693827328,4421573624693827328,229.6478312987009,2.1203624204008658,-0.05606801613857466,4.1495594101194015,-9.687392447182514,1.1081482,18.17832,0.6915302,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,6078.0146,4.6917,-1.617,3613.649,0.0044,0.0038,0.0021
Gaia DR3 4421573414243295360,4421573414243295360,229.6608136688685,2.117614286548832,0.09808923399057315,4.824317453018137,-10.509709455964861,0.9614108,18.580116,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421571941065309824,4421571941065309824,229.63977675062506,2.0482670885622523,,,,,18.700413,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572903138569984,4421572903138569984,229.64320907315684,2.0826339344520477,,,,,17.034548,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572868779142016,4421572868779142016,229.61365144106503,2.0758310763341647,,,,,18.320911,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421573178017080192,4421573178017080192,229.6148934144213,2.091325128725088,0.21950628729089391,4.716902520657889,-9.852035484627544,1.3535634,17.943895,,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 4421572181583895168,4421572181583895168,229.65138790993785,2.0765979812878803,,,,,17.705091,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572147228455552,4421572147228455552,229.64753170892646,2.07272535514906,0.08388894611592869,4.0628372567443,-9.878753327924693,1.331749,13.753738,1.1799936,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5453.8887,2.6708,-1.717,3516.9268,0.8946,0.7225,0.3978
Gaia DR3 4421478929255053440,4421478929255053440,229.60800740855748,2.047588152633925,,,,,19.840282,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421571975425106176,4421571975425106176,229.6471416829415,2.055046286219348,,,,,18.75446,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572593906260224,4421572593906260224,229.68404218330716,2.0961256981264142,-0.13818376225116433,4.4698186374998405,-10.658759860826502,1.1622097,18.3986,0.7595272,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5976.279,4.7195,-3.9586,3449.934,0.0071,0.0061,0.0034
Gaia DR3 4421572181584166912,4421572181584166912,229.65862404998572,2.088176043062232,0.28352165737565405,2.1923103412876364,-7.491473429161141,1.491841,17.558096,0.7891865,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 4421573143657690368,4421573143657690368,229.59792182976793,2.1027654148394217,,,,,19.845892,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421571872350455808,4421571872350455808,229.66446789879203,2.048795680094513,,,,,20.179615,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421571906705385344,4421571906705385344,229.68163409749113,2.063202420582458,0.016091837890489992,4.093844117479272,-10.55256925913837,1.2038848,18.599794,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572765702376960,4421572765702376960,229.61199820767112,2.064651839414828,,,,,18.617798,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421478173339949696,4421478173339949696,229.61034989080017,2.044090133624382,,,,,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421571872350448384,4421571872350448384,229.67102872925886,2.050217674558325,-4.556013509852084,6.970017468930012,-9.452529445665757,3.2251506,19.719732,0.4875393,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421478104619824128,4421478104619824128,229.62010725563945,2.0375519082559914,1.0642219040146983,5.14060177434134,-9.068606283496669,0.9494627,19.330786,0.87444305,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572765702371200,4421572765702371200,229.6119336077878,2.0680285068281137,,,,,18.465424,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572078504304512,4421572078504304512,229.660820359595,2.0627393436540515,,,,,17.868797,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421573384177471872,4421573384177471872,229.64379884803432,2.1080607787539294,,,,,18.23981,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421573384179425408,4421573384179425408,229.6515407628114,2.108171050026136,,,,,18.150867,0.8773804,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572903142731392,4421572903142731392,229.6357058545431,2.0838644705482317,,,,,16.05891,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572971858476416,4421572971858476416,229.62071891387933,2.0869045062086546,0.5562123985692812,6.098630350446747,-9.751594077919602,1.9929739,17.974592,0.7588539,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 4421572903138555136,4421572903138555136,229.63286981562962,2.0823168355890336,1.0100861115489987,4.69944273742415,-10.299252120767036,3.83527,15.932202,,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 4421571769272297088,4421571769272297088,229.65366179066456,2.0465791938659743,-0.28473327518040137,3.4097339996835476,-8.542886663108993,3.0725076,18.879246,0.8775902,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421573659053819520,4421573659053819520,229.6251120098784,2.122728008260703,0.8395250780117911,4.836230764924306,-10.191169843452903,1.4606577,18.464344,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421573074938890880,4421573074938890880,229.60132248783202,2.0906516625536824,0.057982621460806176,4.263193691952441,-10.889040984238367,0.9749731,18.407072,0.7056656,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4421572009789490816,4421572009789490816,229.62485561540865,2.055638453573746,0.031107656484395903,3.641437562974315,-9.642311664330277,1.0492127,17.274645,0.894537,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5608.6514,4.676,-3.8754,1565.285,0.314,0.2613,0.1446
Gaia DR3 4421572971862347008,4421572971862347008,229.62423251361542,2.090717714728563,-1.3618422529693583,2.922623151090277,-9.46341636030917,2.8276978,16.422287,1.2203274,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
